"FiXamVMgMf9U0VqFHDZSEA,usSROUMiAgPcxV3Ym0OxMQ"	[0.010833333333333334, 0.031, 0.0041666666666666666, 0.38461538461538458, 12.406947890818858]
"HwwEfnZKLNOUoqfgcwAgcQ,2SwC8wqpZC4B9iFVTgYT9A"	[0.0083333333333333332, 0.095500000000000002, 0.0016666666666666668, 0.20000000000000001, 2.0942408376963351]
"HwwEfnZKLNOUoqfgcwAgcQ,ISKLP0qxApATxRlUDob6Cg"	[0.0083333333333333332, 0.0064999999999999997, 0.0025000000000000001, 0.29999999999999999, 46.153846153846153]
"JDDeaNfb0JXD1NbznSIC9g,uI0LvTXFACid1308KFO5ew"	[0.049166666666666664, 0.0060000000000000001, 0.00083333333333333339, 0.016949152542372885, 2.8248587570621475]
"JDDeaNfb0JXD1NbznSIC9g,usSROUMiAgPcxV3Ym0OxMQ"	[0.049166666666666664, 0.031, 0.0041666666666666666, 0.084745762711864417, 2.7337342810278846]
"MKyk4F4HSzHF8v-4cYe3Ww,qA1PXTv0snTO1gpNPm-Jfw"	[0.021666666666666667, 0.0080000000000000002, 0.00083333333333333339, 0.038461538461538464, 4.8076923076923075]
"McikHxxEqZ2X0joaRNKlaw,6ilJq_05xRgek_8qUp36-g"	[0.069166666666666668, 0.016, 0.0041666666666666666, 0.060240963855421686, 3.7650602409638552]
"McikHxxEqZ2X0joaRNKlaw,LiMXTPwanF3LkkKHklFCjw"	[0.069166666666666668, 0.014500000000000001, 0.00083333333333333339, 0.012048192771084338, 0.83090984628167841]
"McikHxxEqZ2X0joaRNKlaw,VkFDer80GOrelWALdgNReg"	[0.069166666666666668, 0.012500000000000001, 0.0025000000000000001, 0.03614457831325301, 2.8915662650602405]
"PzG0XmAmtXFs6Fdnubf41g,EoAY1JSVeJriBzId8lUQwQ"	[0.11333333333333333, 0.023, 0.0041666666666666666, 0.036764705882352942, 1.5984654731457801]
"PzG0XmAmtXFs6Fdnubf41g,HwwEfnZKLNOUoqfgcwAgcQ"	[0.11333333333333333, 0.0050000000000000001, 0.00083333333333333339, 0.007352941176470589, 1.4705882352941178]
"Ts4xsKPU7FNPPZRj-nRjIg,uI0LvTXFACid1308KFO5ew"	[0.039166666666666669, 0.0060000000000000001, 0.0016666666666666668, 0.042553191489361701, 7.0921985815602833]
"VkFDer80GOrelWALdgNReg,P1fJb2WQ1mXoiudj8UE44w"	[0.020833333333333332, 0.022499999999999999, 0.00083333333333333339, 0.040000000000000008, 1.7777777777777781]
"VkFDer80GOrelWALdgNReg,sbW8qHJgzEIH42B0S-3New"	[0.020833333333333332, 0.0235, 0.00083333333333333339, 0.040000000000000008, 1.7021276595744683]
"Y2p07YEC8xOsYTHWf0UxiA,ZL6DNzyenFm9Kpz6uADlNg"	[0.011666666666666667, 0.022499999999999999, 0.00083333333333333339, 0.071428571428571425, 3.1746031746031744]
"ZDKi3qsO8lSSogrIdbLJKg,McikHxxEqZ2X0joaRNKlaw"	[0.023333333333333334, 0.041500000000000002, 0.0016666666666666668, 0.071428571428571425, 1.7211703958691909]
"kKmvSJ6Z8UVPdrnL74bqrg,McikHxxEqZ2X0joaRNKlaw"	[0.014166666666666666, 0.041500000000000002, 0.00083333333333333339, 0.058823529411764712, 1.417434443656981]
"kKmvSJ6Z8UVPdrnL74bqrg,ucKQlQvOeJxETLNkpKcaSw"	[0.014166666666666666, 0.0085000000000000006, 0.00083333333333333339, 0.058823529411764712, 6.9204152249134951]
"qA1PXTv0snTO1gpNPm-Jfw,EoAY1JSVeJriBzId8lUQwQ"	[0.013333333333333334, 0.023, 0.0025000000000000001, 0.1875, 8.1521739130434785]
"qA1PXTv0snTO1gpNPm-Jfw,HwwEfnZKLNOUoqfgcwAgcQ"	[0.013333333333333334, 0.0050000000000000001, 0.0025000000000000001, 0.1875, 37.5]
"qA1PXTv0snTO1gpNPm-Jfw,s74Tq6WKV1b91UFRr7ch7g"	[0.013333333333333334, 0.0054999999999999997, 0.0016666666666666668, 0.125, 22.72727272727273]
"sbW8qHJgzEIH42B0S-3New,83_p9vIqOq1TUIf3_GD7bA"	[0.039166666666666669, 0.041500000000000002, 0.0016666666666666668, 0.042553191489361701, 1.0253781081773903]
"sbW8qHJgzEIH42B0S-3New,ZDKi3qsO8lSSogrIdbLJKg"	[0.039166666666666669, 0.014, 0.00083333333333333339, 0.021276595744680851, 1.519756838905775]
"tU-YtoW339PXJmUGSix_AQ,sbW8qHJgzEIH42B0S-3New"	[0.0083333333333333332, 0.0235, 0.0041666666666666666, 0.5, 21.276595744680851]
"tv8cS4aaA1VDaInYgggb6g,eznh0XjVtv924K-KYx_ilQ"	[0.026666666666666668, 0.0054999999999999997, 0.00083333333333333339, 0.03125, 5.6818181818181825]
"tvXTHj9V5sgRoeVJW_FiTg,eznh0XjVtv924K-KYx_ilQ"	[0.0091666666666666667, 0.0054999999999999997, 0.00083333333333333339, 0.090909090909090912, 16.528925619834713]
"uI0LvTXFACid1308KFO5ew,PzG0XmAmtXFs6Fdnubf41g"	[0.01, 0.068000000000000005, 0.00083333333333333339, 0.083333333333333343, 1.2254901960784315]
"2SwC8wqpZC4B9iFVTgYT9A,qA1PXTv0snTO1gpNPm-Jfw"	[0.15916666666666668, 0.0080000000000000002, 0.0016666666666666668, 0.010471204188481676, 1.3089005235602096]
"3gmBc0qN_LtGbZAjTtHWZg,B9C6j80ob0f1pwi1Cnnd1Q"	[0.013333333333333334, 0.010999999999999999, 0.0016666666666666668, 0.125, 11.363636363636365]
"3gmBc0qN_LtGbZAjTtHWZg,wfCLz9-aeShbPB7CaTY-qQ"	[0.013333333333333334, 0.0395, 0.0058333333333333336, 0.4375, 11.075949367088608]
"4ykgzzzGEWjMD5lwk1-l9A,FiXamVMgMf9U0VqFHDZSEA"	[0.010833333333333334, 0.0064999999999999997, 0.00083333333333333339, 0.076923076923076927, 11.834319526627221]
"4ykgzzzGEWjMD5lwk1-l9A,eznh0XjVtv924K-KYx_ilQ"	[0.010833333333333334, 0.0054999999999999997, 0.00083333333333333339, 0.076923076923076927, 13.986013986013988]
"6ilJq_05xRgek_8qUp36-g,B9C6j80ob0f1pwi1Cnnd1Q"	[0.026666666666666668, 0.010999999999999999, 0.0016666666666666668, 0.0625, 5.6818181818181825]
"6p9TlP2I8S4agxYMNFSDjg,sbW8qHJgzEIH42B0S-3New"	[0.024166666666666666, 0.0235, 0.0016666666666666668, 0.068965517241379309, 2.9347028613352899]
"83_p9vIqOq1TUIf3_GD7bA,eT5Ck7Gg1dBJobca9VFovw"	[0.069166666666666668, 0.01, 0.0016666666666666668, 0.024096385542168676, 2.4096385542168677]
"B9C6j80ob0f1pwi1Cnnd1Q,McikHxxEqZ2X0joaRNKlaw"	[0.018333333333333333, 0.041500000000000002, 0.0016666666666666668, 0.090909090909090912, 2.190580503833516]
"BG4N0V93wml9kaU6YYRxRA,83_p9vIqOq1TUIf3_GD7bA"	[0.0083333333333333332, 0.041500000000000002, 0.0016666666666666668, 0.20000000000000001, 4.8192771084337354]
"EoAY1JSVeJriBzId8lUQwQ,qA1PXTv0snTO1gpNPm-Jfw"	[0.03833333333333333, 0.0080000000000000002, 0.0025000000000000001, 0.065217391304347838, 8.1521739130434803]
"FiXamVMgMf9U0VqFHDZSEA,McikHxxEqZ2X0joaRNKlaw"	[0.010833333333333334, 0.041500000000000002, 0.0016666666666666668, 0.15384615384615385, 3.7071362372567194]
"HwwEfnZKLNOUoqfgcwAgcQ,VkFDer80GOrelWALdgNReg"	[0.0083333333333333332, 0.012500000000000001, 0.00083333333333333339, 0.10000000000000001, 8.0]
"HwwEfnZKLNOUoqfgcwAgcQ,f_e6RWJIERK708E4Cod1wg"	[0.0083333333333333332, 0.0044999999999999997, 0.00083333333333333339, 0.10000000000000001, 22.222222222222225]
"ISKLP0qxApATxRlUDob6Cg,qA1PXTv0snTO1gpNPm-Jfw"	[0.010833333333333334, 0.0080000000000000002, 0.0033333333333333335, 0.30769230769230771, 38.46153846153846]
"JDDeaNfb0JXD1NbznSIC9g,McikHxxEqZ2X0joaRNKlaw"	[0.049166666666666664, 0.041500000000000002, 0.0033333333333333335, 0.067796610169491539, 1.6336532570961815]
"McikHxxEqZ2X0joaRNKlaw,1qCuOcks5HRv67OHovAVpg"	[0.069166666666666668, 0.0074999999999999997, 0.0016666666666666668, 0.024096385542168676, 3.2128514056224904]
"PzG0XmAmtXFs6Fdnubf41g,MKyk4F4HSzHF8v-4cYe3Ww"	[0.11333333333333333, 0.012999999999999999, 0.0033333333333333335, 0.029411764705882356, 2.2624434389140275]
"PzG0XmAmtXFs6Fdnubf41g,eT5Ck7Gg1dBJobca9VFovw"	[0.11333333333333333, 0.01, 0.0025000000000000001, 0.022058823529411766, 2.2058823529411766]
"Ts4xsKPU7FNPPZRj-nRjIg,McikHxxEqZ2X0joaRNKlaw"	[0.039166666666666669, 0.041500000000000002, 0.0016666666666666668, 0.042553191489361701, 1.0253781081773903]
"Ts4xsKPU7FNPPZRj-nRjIg,ucKQlQvOeJxETLNkpKcaSw"	[0.039166666666666669, 0.0085000000000000006, 0.00083333333333333339, 0.021276595744680851, 2.5031289111389232]
"ZDKi3qsO8lSSogrIdbLJKg,WWlNzfSllSQhr4whj0W_ng"	[0.023333333333333334, 0.028000000000000001, 0.00083333333333333339, 0.035714285714285712, 1.2755102040816326]
"eOv0Dbq2E8sd0CKMAqTImw,Ts4xsKPU7FNPPZRj-nRjIg"	[0.011666666666666667, 0.0235, 0.00083333333333333339, 0.071428571428571425, 3.0395136778115499]
"eznh0XjVtv924K-KYx_ilQ,83_p9vIqOq1TUIf3_GD7bA"	[0.0091666666666666667, 0.041500000000000002, 0.00083333333333333339, 0.090909090909090912, 2.190580503833516]
"f_e6RWJIERK708E4Cod1wg,kKmvSJ6Z8UVPdrnL74bqrg"	[0.0074999999999999997, 0.0085000000000000006, 0.00083333333333333339, 0.11111111111111112, 13.071895424836601]
"g58NW9q4F09wTMiI7EIjmg,McikHxxEqZ2X0joaRNKlaw"	[0.010833333333333334, 0.041500000000000002, 0.00083333333333333339, 0.076923076923076927, 1.8535681186283597]
