run_number,name,importance
0,bc_census_tract_40131055011,0.000424343
0,bus_hours_Sunday_open_10:00:00,0.000422554
0,bc_census_tract_40134202112,0.00042153
0,bus_categories_Argentine,0.000421261
0,bc_census_tract_420035620002,0.000420575
0,bc_census_tract_420032023001,0.000420552
0,bc_census_tract_40130715051,0.000420551
0,bus_hours_Friday_close_00:30:00,0.000420119
0,bc_census_tract_320030036211,0.000416597
0,bc_census_tract_320030029851,0.000415636
0,bc_census_tract_40136165003,0.000414617
0,bc_census_tract_320030047031,0.000411376
0,bc_census_tract_40131048011,0.000407008
0,bc_census_tract_320030028351,0.000403391
0,bc_census_tract_371190053012,0.00040294
0,bc_census_tract_40210008014,0.00040024
0,bus_hours_Friday_open_11:15:00,0.000399296
0,bc_census_tract_40132178003,0.000398479
0,bus_categories_Caribbean,0.000397566
0,bc_census_tract_40131054003,0.000393623
0,bus_hours_Sunday_open_11:00:00,0.000393278
0,bus_categories_Insulation_Installation,0.000392671
0,bc_census_tract_320030015012,0.000391216
0,bus_categories_Leisure_Centers,0.000390581
0,bus_categories_Pakistani,0.000387948
0,bc_census_tract_320030058482,0.000386943
0,bc_census_tract_40130923051,0.000386645
0,bc_census_tract_320030054233,0.000386582
0,bc_census_tract_320030058522,0.000386237
0,bc_census_tract_550250026011,0.000386062
0,bus_hours_Sunday_close_16:00:00,0.000384623
0,bc_census_tract_371190018012,0.000382192
0,bc_census_tract_40134226202,0.000380341
0,bc_census_tract_40131076022,0.000379191
0,bus_hours_Thursday_close_22:15:00,0.000371068
0,bus_neighborhoods_Greentree,0.000368014
0,bc_census_tract_40210002151,0.000367486
0,bc_census_tract_170190053001,0.000366767
0,bc_census_tract_40134207051,0.000364123
0,bus_hours_Tuesday_open_14:00:00,0.000364003
0,bc_census_tract_40131092003,0.000363529
0,bc_census_tract_420031011002,0.000363125
0,bc_census_tract_371190058234,0.000362975
0,bc_census_tract_40138173003,0.000362264
0,bus_categories_Austrian,0.000360704
0,bus_hours_Monday_open_01:30:00,0.000359482
0,bus_categories_Landscaping,0.000359399
0,bus_hours_Sunday_close_03:59:00,0.000359384
0,bus_categories_Nutritionists,0.000359065
0,bus_hours_Monday_close_15:15:00,0.000357444
0,bus_categories_Creperies,0.000357088
0,bc_census_tract_40134207071,0.00035492
0,bc_census_tract_320030032343,0.000354096
0,bc_census_tract_371190017012,0.00035198
0,bc_census_tract_40134226351,0.000350402
0,bus_hours_Thursday_close_09:00:00,0.000349255
0,bc_census_tract_550250137001,0.000348979
0,bc_census_tract_40131110003,0.000345829
0,bc_census_tract_40138121001,0.000343174
0,bc_census_tract_40131167042,0.000341553
0,bc_census_tract_40138167001,0.00034079
0,bc_census_tract_40133184003,0.000336599
0,bus_hours_Tuesday_open_16:30:00,0.00033463
0,bus_city_Heidelberg,0.00033361
0,bus_categories_Dog_Walkers,0.000331967
0,bc_census_tract_40130822031,0.000331789
0,bus_hours_Monday_open_12:30:00,0.000329658
0,bc_census_tract_40130930022,0.000327238
0,bus_state_IL,0.000325714
0,bc_census_tract_40130610132,0.000325663
0,bus_hours_Tuesday_close_15:30:00,0.000324758
0,bc_census_tract_40131117001,0.000323641
0,bc_census_tract_40131140001,0.000322899
0,bc_census_tract_371190019182,0.000322553
0,bc_census_tract_40133199053,0.000320508
0,bc_census_tract_40131077001,0.000317684
0,bus_neighborhoods_East_Carnegie,0.000316777
0,bus_hours_Wednesday_close_16:30:00,0.000316341
0,bus_hours_Friday_open_11:30:00,0.000313557
0,bus_categories_Rehabilitation_Center,0.000312442
0,bc_census_tract_40210002101,0.00031241
0,bus_categories_Heating___Air_Conditioning_HVAC,0.000307554
0,bus_hours_Saturday_close_02:45:00,0.00030707
0,bc_census_tract_420035627002,0.000304791
0,bc_census_tract_40134201081,0.000304138
0,bc_census_tract_40130927121,0.000301838
0,bc_census_tract_320030032411,0.000298065
0,bus_hours_Saturday_close_08:15:00,0.000291042
0,bc_census_tract_320030036401,0.000289759
0,b08301e21,0.000288212
0,bus_hours_Tuesday_open_08:30:00,0.000288022
0,bc_census_tract_40134217011,0.000286581
0,bus_hours_Thursday_open_15:00:00,0.000286449
0,bus_categories_Orthopedists,0.000283405
0,bus_categories_Banks___Credit_Unions,0.000283115
0,bc_census_tract_320030032463,0.000282792
0,bus_hours_Friday_open_20:00:00,0.000277551
0,bus_neighborhoods_Haymarket,0.000276077
0,bc_census_tract_40131134001,0.000276055
0,bc_census_tract_40136199003,0.000275379
0,bc_census_tract_40134202161,0.00027521
0,bus_hours_Friday_close_20:00:00,0.000273357
0,bc_census_tract_320030017121,0.000273208
0,bc_census_tract_371190030083,0.000272852
0,bus_categories_Scandinavian,0.000272745
0,bus_city_Windsor,0.000269745
0,bc_census_tract_371190010001,0.000267725
0,bc_census_tract_40136105001,0.00026557
0,bc_census_tract_320030049123,0.000263914
0,bc_census_tract_40134202061,0.000263774
0,bc_census_tract_420034772001,0.000263654
0,bus_neighborhoods_Midvale_Heights_Community,0.000263394
0,bus_neighborhoods_South_Side_Slopes,0.000262112
0,bus_categories_Acupuncture,0.000261981
0,bc_census_tract_371190058372,0.000261668
0,bc_census_tract_320030001063,0.000259073
0,bus_hours_Monday_close_23:59:00,0.00025791
0,bc_census_tract_371790203142,0.000257757
0,bc_census_tract_40131065011,0.000257732
0,bus_hours_Monday_close_05:30:00,0.000257556
0,bc_census_tract_40130931061,0.000256036
0,bc_census_tract_550250011011,0.000254065
0,bus_hours_Saturday_close_17:45:00,0.000252252
0,bus_neighborhoods_Friendship,0.000251631
0,bus_city_Mesa,0.000250802
0,bc_census_tract_320030005181,0.000249406
0,bus_hours_Monday_close_11:30:00,0.000248407
0,bus_city_Metro Phoenix,0.000247791
0,bus_hours_Monday_close_12:15:00,0.000244958
0,bc_census_tract_320030078002,0.000243932
0,bus_categories_Orthodontists,0.000242829
0,bus_categories_Baby_Gear___Furniture,0.000241701
0,bc_census_tract_40136158002,0.000240868
0,bc_census_tract_170190054012,0.000239697
0,bc_census_tract_40136133003,0.000239633
0,bc_census_tract_40131032191,0.000238603
0,bus_categories_Door_Sales_Installation,0.000238422
0,bc_census_tract_40131032081,0.000237793
0,bus_categories_Delicatessen,0.000236198
0,bc_census_tract_550250116001,0.000235318
0,bus_categories_Arts___Entertainment,0.000234974
0,bc_census_tract_550250004053,0.000234074
0,bus_categories_Shoe_Repair,0.000232998
0,bus_city_Tempe,0.000232868
0,bc_census_tract_320030058091,0.000232579
0,bus_categories_Surgeons,0.000231366
0,bc_census_tract_40132177001,0.000230794
0,bus_neighborhoods_Summerlin,0.000229526
0,bc_census_tract_40136165001,0.000228955
0,bc_census_tract_40131109021,0.00022773
0,bus_hours_Sunday_close_04:00:00,0.000227473
0,bc_census_tract_550250029003,0.000226581
0,bc_census_tract_320030053602,0.000226575
0,bus_attributes_Smoking_outdoor,0.000226518
0,bus_categories_Walk_in_Clinics,0.000226171
0,bc_census_tract_320030053471,0.00022414
0,bus_hours_Friday_close_23:00:00,0.00022311
0,bus_hours_Sunday_close_06:00:00,0.000222318
0,bus_hours_Wednesday_close_21:15:00,0.000220645
0,bus_categories_Lighting_Fixtures___Equipment,0.000219916
0,bus_hours_Tuesday_close_16:00:00,0.000219782
0,bc_census_tract_320030019021,0.000219231
0,bc_census_tract_40131160003,0.000218859
0,bc_census_tract_40131054002,0.000218667
0,bus_categories_Landmarks___Historical_Buildings,0.000217534
0,bc_census_tract_40134226062,0.000217471
0,bc_census_tract_40131125111,0.000216418
0,bus_categories_Kids_Activities,0.0002162
0,bus_categories_Auto_Parts___Supplies,0.000215672
0,bc_census_tract_40210015002,0.000211181
0,bus_neighborhoods_Regent,0.000210789
0,bus_neighborhoods_Paw_Creek,0.000210427
0,bus_categories_Szechuan,0.000207872
0,bus_categories_Cafes,0.000207784
0,bus_categories_Local_Services,0.000207544
0,bc_census_tract_550250112003,0.000206941
0,bc_census_tract_40138168001,0.000206652
0,bc_census_tract_40131167112,0.000204594
0,bus_hours_Tuesday_close_20:30:00,0.000204456
0,bc_census_tract_550250011012,0.000204302
0,bc_census_tract_40131105011,0.000203834
0,bus_categories_Venues___Event_Spaces,0.000203487
0,bc_census_tract_40132168183,0.000200604
0,bc_census_tract_40131166082,0.00019974
0,bus_hours_Wednesday_close_20:00:00,0.00019969
0,bus_neighborhoods_South_Summerlin,0.00019956
0,bus_hours_Monday_open_09:30:00,0.000199166
0,bus_neighborhoods_Centennial,0.000199034
0,bc_census_tract_320030032393,0.000198797
0,bc_census_tract_550250111021,0.000197895
0,bus_categories_Hiking,0.000197788
0,bus_neighborhoods_Stockbridge,0.000197616
0,bus_neighborhoods_Ballantyne,0.000196667
0,bus_hours_Thursday_open_13:00:00,0.000196573
0,bus_neighborhoods_Ridgewood,0.000194989
0,bc_census_tract_320030010063,0.00019405
0,bc_census_tract_320030050054,0.000193204
0,bc_census_tract_40131145002,0.000192155
0,bus_neighborhoods_High_Crossing,0.000191815
0,bc_census_tract_40130610281,0.000190241
0,bc_census_tract_550250008003,0.000189718
0,bc_census_tract_371190001001,0.000188371
0,bc_census_tract_40210017031,0.000187636
0,bc_census_tract_40131173001,0.000186929
0,bus_hours_Friday_close_18:00:00,0.000186491
0,bus_city_Squirrel Hill,0.000186278
0,bc_census_tract_420034200001,0.00018618
0,bus_attributes_Ambience_romantic,0.000183721
0,bc_census_tract_550250114021,0.000183363
0,b23025e1,0.00018259
0,bus_hours_Tuesday_open_18:15:00,0.00018229
0,bc_census_tract_550250014033,0.000181222
0,bc_census_tract_40138126001,0.000180642
0,bus_hours_Saturday_open_06:00:00,0.000180484
0,bc_census_tract_420035606001,0.000180403
0,b25004m8,0.000180329
0,bc_census_tract_420035629003,0.000180155
0,bus_hours_Wednesday_close_15:00:00,0.000180115
0,bus_neighborhoods_Southwest,0.000178369
0,bus_hours_Monday_close_19:00:00,0.000178208
0,bc_census_tract_40131125022,0.000177079
0,bc_census_tract_170190007003,0.000176073
0,bus_hours_Friday_close_11:30:00,0.000175492
0,bus_neighborhoods_Cannonmills,0.00017506
0,bc_census_tract_40131114021,0.000174999
0,bc_census_tract_40138156001,0.000174942
0,bc_census_tract_40131116022,0.000174646
0,bus_hours_Wednesday_close_03:59:00,0.000174464
0,bus_categories_Hair_Extensions,0.000174303
0,bc_census_tract_40131110001,0.000172204
0,bc_census_tract_320030029492,0.000171008
0,bus_hours_Wednesday_open_12:00:00,0.00017096
0,bc_census_tract_320030054231,0.000170835
0,bus_categories_Florists,0.000170377
0,bus_hours_Saturday_close_19:00:00,0.000170189
0,bus_hours_Wednesday_open_00:00:00,0.000170177
0,b19057e1,0.000170075
0,bc_census_tract_40130609023,0.000169814
0,bus_hours_Saturday_open_13:30:00,0.000168204
0,bus_categories_Salad,0.000167276
0,bus_hours_Wednesday_close_15:15:00,0.000166423
0,bc_census_tract_40130932003,0.000164775
0,bc_census_tract_40138154003,0.000164472
0,bc_census_tract_40133194034,0.000164264
0,bc_census_tract_40137233031,0.000164033
0,bus_attributes_Good_For_dessert,0.000164013
0,bus_hours_Monday_open_13:30:00,0.000163715
0,bus_hours_Saturday_open_10:45:00,0.000163506
0,bus_attributes_Parking_lot,0.000163298
0,bc_census_tract_320030033212,0.000162249
